OBJECTID,CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD_ASISITENCIAL,CODPAT,DEPENDENCIA_PATRIMONIAL,CODFU,DEPENDENCIA_FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL,X,Y,CalidadGeocodificacion
513,280650,INSTITUTO DE INVESTIGACIONES NEUROPSIQUIÁTRICAS DR. LÓPEZ IBOR,"DOCTOR JUAN JOSÉ LÓPEZ IBOR, 2",913162740,913162744,913162844,280796,Madrid,28,MADRID,13,MADRID,28035,67,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@lopezibor.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.72445158699998,40.4679078440001,PointAddress
514,280679,"SANATORIO ESQUERDO, S.A.","AV. DE LOS POBLADOS, 70",917061100,,917063521,280796,Madrid,28,MADRID,13,MADRID,28044,115,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@sanatorioesquerdo.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.75775973599997,40.381934857,PointAddress
515,280724,HOSPITAL CENTRAL DE LA DEFENSA GOMEZ ULLA,"GLORIETA DEL EJÉRCITO, Nº 1",914222000,,914228201,280796,Madrid,28,MADRID,13,MADRID,28047,475,1,GENERAL,5,MINISTERIO DE DEFENSA,25,MINISTERIO DE DEFENSA,S,N,N,,N,N,S,,S,hcdgomezulla@oc.mde.es,2,2,0,2,1,1,0,2,1,0,1,1,24,-3.74552932899996,40.3879055130001,PointAddress
516,280745,HOSPITAL UNIVERSITARIO PRÍNCIPE DE ASTURIAS,"CTRA. ALCALÁ-MECO, S/N",918878100,,918801825,280053,Alcalá de Henares,28,MADRID,13,MADRID,28805,507,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerent.hupa@salud.madrid.org,3,2,1,1,1,0,0,0,0,0,2,1,28,-3.34760208199998,40.51024934,Manual
517,280761,HOSPITAL DE LA FUENFRÍA,"CTRA. DE LAS DEHESAS, S/N",918520300,,918521567,280382,Cercedilla,28,MADRID,13,MADRID,28470,192,13,GERIATRÍA Y/O LARGA ESTANCIA,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerent.hlff@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.07409086599995,40.760709687,Manual
518,280777,HH. HH. SGDO. C. DE JESÚS. COMPLEJO ASISTENCIAL BENITO MENNI,"JARDINES, 1",918930150,,918930175,280409,Ciempozuelos,28,MADRID,13,MADRID,28350,318,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,N,,S,jrodriguez.cabm@hospitalarias.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.62223452599994,40.1562350720001,StreetAddress
519,280783,CENTRO SAN JUAN DE DIOS,"AV. DE SAN JUAN DE DIOS, 1",918930001,646599099,918932868,280409,Ciempozuelos,28,MADRID,13,MADRID,28350,339,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),S,N,N,,N,N,N,,S,elvira.conde@sjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.61102488799997,40.1596863890001,StreetAddressExt
520,280796,HOSPITAL MONOGRÁFICO ASEPEYO DE TRAUMAT. CIRUGÍA Y REHABILITACIÓN,"JOAQUÍN DE CÁRDENAS, 2",916735011,,916276204,280493,Coslada,28,MADRID,13,MADRID,28823,133,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,S,N,N,,N,N,N,,N,IGARCIAGISMERA@ASEPEYO.ES,1,2,0,0,0,0,0,0,0,0,0,0,0,-3.53136248999994,40.4370282580001,PointAddress
521,280800,HOSPITAL GUADARRAMA,"PASEO DEL MOLINO DEL REY, 2",918562000,,918562057,280685,Guadarrama,28,MADRID,13,MADRID,28440,144,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,N,,N,gerencia.hgua@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.08611077699993,40.669460497,Manual
522,280838,HOSPITAL UNIVERSITARIO SEVERO OCHOA,AVENIDA DE ORELLANA S/Nº,914818000,,916940717,280745,Leganés,28,MADRID,13,MADRID,28911,386,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gencia.hsvo@salud.madrid.org,2,2,0,1,1,0,0,0,0,0,2,0,57,-3.76786968699997,40.3218750940001,Manual
523,280843,INSTITUTO PSIQUIÁTRICO SERVICIOS DE SALUD MENTAL JOSÉ GERMAIN-1 LUNA,"LA LUNA, 1",915866767,,915866543,280745,Leganés,28,MADRID,13,MADRID,28911,0,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,281427,N,N,N,,N,gerencia.ipjg@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.76681887599995,40.327050265,Manual
524,280856,FREMAP HOSPITAL Y CENTRO DE REHABILITACIÓN DE MAJADAHONDA,"CTRA. DE POZUELO, 61",916265642,916265279,916392607,280800,Majadahonda,28,MADRID,13,MADRID,28222,116,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,S,N,N,,N,N,N,,N,braulio_garrido@fremap.es,1,2,0,0,0,0,0,0,0,0,0,0,0,-3.85132607899993,40.452236896,StreetAddress
525,280894,HOSPITAL UNIVERSITARIO DE MÓSTOLES,C/ DR. LUIS MONTES S/N (ANTIGUA C/ RÍO JÚCAR),916648600,,916471917,280920,Móstoles,28,MADRID,13,MADRID,28935,332,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerent.hmtl@salud.madrid.org,1,2,0,0,0,0,0,0,0,0,2,0,0,-3.87753333599994,40.3158212770001,Manual
526,280920,HOSPITAL EL ESCORIAL,"CTRA. GUADARRAMA - SAN LORENZO DE EL ESCORIAL, KM. 6,2",918973000,,918973005,281317,San Lorenzo de El Escorial,28,MADRID,13,MADRID,28200,91,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,hospitalelescorial.h@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,1,0,0,-4.11955033899994,40.6074541610001,Manual
527,280936,HOSPITAL VIRGEN DE LA POVEDA,"CTRA. DEL HOSPITAL, S/N KM. 5",918608000,,918620100,281718,Villa del Prado,28,MADRID,13,MADRID,28630,202,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,N,,N,gerenciahvpo@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.27627727299995,40.2477761910001,Manual
528,280954,HOSPITAL DE MADRID,"PZA CONDE DEL VALLE DE SUCHILL, 16",914476600,915941598,915941598,280796,Madrid,28,MADRID,13,MADRID,28015,99,2,QUIRÚRGICO,12,PRIVADO-BENÉFICO (IGLESIA),23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,S,msanchezgalindo@hmhospitales.com,1,2,0,0,0,0,0,0,0,0,1,0,0,-3.70694708499997,40.4313188730001,PointAddress
529,280989,HOSPITAL UNIVERSITARIO DE GETAFE,"CRTRA DE TOLEDO, KM. 12,5",916839360,,916839748,280650,Getafe,28,MADRID,13,MADRID,28905,510,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gencia.hugf@salud.madrid.org,2,2,0,1,1,0,0,0,2,1,1,0,24,-3.74256698899995,40.3125188940001,Manual
530,281034,CLÍNICA ISADORA,"PIRINEOS, 7",913111000,,913111659,280796,Madrid,28,MADRID,13,MADRID,28040,19,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,clinica-isadora@clinica-isadora.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71652282299993,40.4571580090001,PointAddress
531,281049,HOSPITAL UNIVERSITARIO MONCLOA,"AV. VALLADOLID, 83",915957392,915957291,915957077,280796,Madrid,28,MADRID,13,MADRID,28008,235,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,direccion.moncloa@grupohla.com,1,2,0,1,1,0,0,0,0,0,1,0,1,-3.73362436599996,40.4332431450001,PointAddress
532,281071,HOSPITAL UNIVERSITARIO FUNDACIÓN ALCORCÓN,"BUDAPEST, 1",916219400,,916219902,280072,Alcorcón,28,MADRID,13,MADRID,28922,400,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,direcciongerencia@fhalcorcon.es,2,2,1,1,1,1,0,0,0,0,2,1,28,-3.83739388799995,40.3488682720001,Manual
533,281087,CLINICA CEMTRO,"AV. VENTISQUERO DE LA CONDESA, 42",917355757,,917355758,280796,Madrid,28,MADRID,13,MADRID,28035,94,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,administracion@clinicacemtro.com,1,4,0,0,0,0,0,0,0,0,0,0,0,-3.71697684599997,40.4935140900001,PointAddress
534,281090,HOSPITAL UNIVERSITARIO HM  MONTEPRÍNCIPE,"AV. MONTEPRÍNCIPE, 25",917089900,,912110118,280225,Boadilla del Monte,28,MADRID,13,MADRID,28660,170,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,S,lespada@hmhospitales.com,1,3,0,2,2,1,0,0,0,0,1,1,1,-3.84396530299995,40.4131397020001,StreetAddress
535,281113,CENTRO ONCOLÓGICO MD ANDERSON INTERNATIONAL ESPAÑA,GÓMEZ HEMANS. 2-4,917878600,,917680687,280796,Madrid,28,MADRID,13,MADRID,28033,99,8,ONCOLÓGICO,5,MINISTERIO DE DEFENSA,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info@mdanderson.es,1,1,1,0,0,0,0,2,0,1,1,1,0,-3.66648950699994,40.4707217220001,PointAddress
536,281124,HOSPITAL QUIRONSALUD SUR,"ESTAMBUL, 30",916496600,,916496604,280072,Alcorcón,28,MADRID,13,MADRID,28922,81,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,monte.rodriguez@quironsalud.es,1,2,0,1,1,0,0,0,0,0,1,1,0,-3.84903466199995,40.342483708,StreetAddress
537,281146,HOSPITAL UNIVERSITARIO DE FUENLABRADA,"CAMINO DEL MOLINO, 2",916006000,,916006701,280587,Fuenlabrada,28,MADRID,13,MADRID,28942,406,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerencia.hflr@salud.madrid.org,1,2,1,1,1,0,0,2,1,1,1,1,0,-3.81595151999994,40.2870767570001,Manual
538,281157,HOSPITAL UNIVERSITARIO HM TORRELODONES,AV. CASTILLO OLIVARES S/N,912675000,912675062,918591555,281527,Torrelodones,28,MADRID,13,MADRID,28250,86,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,S,mvillarinop@hmhospitales.com,1,2,0,0,0,0,0,0,0,0,1,0,0,-3.92559737499994,40.570491744,StreetName
539,281168,COMPLEJO UNIVERSITARIO LA PAZ,"Pº DE LA CASTELLANA, 261",917277000,,913584699,280796,Madrid,28,MADRID,13,MADRID,28046,1268,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,S,N,,N,N,S,,N,gencia.hulp@salud.madrid.org,6,4,3,3,3,0,0,2,1,1,3,3,43,-3.68723143299997,40.4812402430001,Manual
540,281179,HOSPITAL LA MORALEJA,"AV. FRANCISCO PI Y MARGALL, 81",917679100,,917679344,280796,Madrid,28,MADRID,13,MADRID,28050,126,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,N,bruiz@sanitas.es,1,2,0,1,1,1,0,0,2,1,1,1,0,-3.66233561299993,40.492374193,PointAddress
541,281180,HOSPITAL LOS MADROÑOS,"CRTRA. M-501 KM 17,900 (VÍA DE SERVICIO)",918163526,,918159728,280262,Brunete,28,MADRID,13,MADRID,28690,53,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,info@lmh.es,1,2,0,0,0,0,0,0,0,0,1,0,0,-3.99388377599996,40.3978750000001,Postal
542,281203,HOSPITAL QUIRÓNSALUD MADRID,"DIEGO DE VELAZQUEZ, 1",902151016,914521906,915183232,281150,Pozuelo de Alarcón,28,MADRID,13,MADRID,28223,239,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,S,direccion.mad@quironsalud.es,2,3,1,1,0,0,2,1,1,1,1,0,0,-3.78466211799997,40.4017819480001,StreetAddressExt
543,281214,HOSPITAL CENTRO DE CUIDADOS LAGUNA,"CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN, 128",915099137,,914013649,280796,Madrid,28,MADRID,13,MADRID,28047,47,14,OTROS MONOGRÁFICOS,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,S,direccion@lagunacuida.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.74698762299994,40.400373373,PointAddress
544,281225,HOSPITAL UNIVERSITARIO MADRID SANCHINARRO,"OÑA, 10",917567800,,917500133,280796,Madrid,28,MADRID,13,MADRID,28050,198,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,S,mpelaez@hmhospitales.com,3,4,1,1,1,0,0,3,1,1,1,1,1,-3.66623351499993,40.4892300490001,PointAddress
545,281236,HOSPITAL UNIVERSITARIO INFANTA ELENA,"AV. DE LOS REYES CATÓLICOS, 21",918948410,918948540,918948538,281610,Valdemoro,28,MADRID,13,MADRID,28342,158,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,sonia.gonzalez@quironsalud.es,1,2,0,1,1,0,0,0,0,0,1,1,17,-3.69744306799993,40.1988414420001,Manual
546,281247,VITAS NISA PARDO DE ARAVACA.,"LA SALLE, 12",915129000,915129027,913079510,280796,Madrid,28,MADRID,13,MADRID,28023,98,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,aravaca@hospitales.nisa.es,1,1,0,1,1,0,0,0,0,0,1,1,0,-3.78345834199996,40.4662493290001,PointAddress
547,281258,HOSPITAL UNIVERSITARIO INFANTA SOFÍA,"PASEO DE EUROPA,32",911914000,911914075,911915017,281343,San Sebastián de los Reyes,28,MADRID,13,MADRID,28702,271,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerencia.huis@salud.madrid.org,1,2,0,0,1,0,0,0,0,0,2,1,21,-3.61059588599994,40.5578023210001,Manual
548,281269,HOSPITAL UNIVERSITARIO DEL HENARES,AV. MARIE CURIE S/N,911912000,911912008,911912288,280493,Coslada,28,MADRID,13,MADRID,28822,243,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerencia.hhen@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,2,0,25,-3.53269413099997,40.418437247,Manual
549,281270,HOSPITAL UNIVERSITARIO INFANTA LEONOR,"GRAN VÍA DEL ESTE, 80",911918000,,911919077,280796,Madrid,28,MADRID,13,MADRID,28031,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,281405,N,N,S,,N,gerencia.hvll@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.61770841499992,40.386418674,Manual
550,281281,HOSPITAL UNIVERSITARIO DEL SURESTE,"RONDA DEL SUR, 10",918394454,918394000,918394278,280148,Arganda del Rey,28,MADRID,13,MADRID,28500,132,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,N,,N,gerencia.hses@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,1,0,18,-3.45678600999997,40.2969695560001,Manual
551,281292,HOSPITAL UNIVERSITARIO DEL TAJO,"AVDA. AMAZONAS CENTRAL, S/N",918014101,,918014302,280133,Aranjuez,28,MADRID,13,MADRID,28300,98,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,N,,N,gerencia.htaj@salud.madrid.org,1,1,0,0,1,0,0,0,0,0,1,0,13,-3.61079500499994,40.0572571380001,Manual
552,281304,HOSPITAL UNIVERSITARIO INFANTA CRISTINA,"AV. 9 DE JUNIO, 2",911913500,911913332,911913960,281065,Parla,28,MADRID,13,MADRID,28981,188,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerencia.hsur@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,1,0,16,-3.78302070099994,40.218255292,Manual
553,281315,HOSPITAL UNIVERSITARIO PUERTA DE HIERRO MAJADAHONDA,"JOAQUÍN RODRIGO, 2",911916000,911916468,913734661,280800,Majadahonda,28,MADRID,13,MADRID,28222,613,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerent.hpth@salud.madrid.org,3,3,0,2,3,1,0,4,4,1,2,1,31,-3.87375168899996,40.4501393560001,Manual
554,281326,CASTA GUADARRAMA,"CARRETERA NACIONAL VI, KM. 50,300",918548328,,918540686,280685,Guadarrama,28,MADRID,13,MADRID,28440,160,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,direccionguadarrama@castasalud.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.11415084799995,40.6735100000001,Postal
555,281337,HOSPITAL UNIVERSITARIO DE TORREJÓN,"MATEO INURRIA, S/N",916262518,,914886624,281489,Torrejón de Ardoz,28,MADRID,13,MADRID,28850,250,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,gerencia@torrejonsalud.com,3,2,0,1,1,0,0,2,0,0,1,1,22,-3.43651467899997,40.465047826,Manual
556,281348,HOSPITAL REY JUAN CARLOS,GLADIOLO S/N,914816225,,914816216,280920,Móstoles,28,MADRID,13,MADRID,28933,364,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,N,,N,info@hospitalreyjuancarlos.es,2,3,0,1,2,0,0,1,1,1,2,1,20,-3.87041195099994,40.3391962160001,Manual
557,281359,HOSPITAL GENERAL DE VILLALBA,CARRETERA DE ALPEDRETE A MORALZARZAL M-608 KM 41,910908102,910908104,910908122,280474,Collado Villalba,28,MADRID,13,MADRID,28400,209,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,N,,N,secretariadireccion@hgvillalba.es,1,2,0,1,0,0,0,0,1,0,1,1,18,-4.00107882499998,40.6542750940001,Manual
558,281360,HM UNIVERSITARIO PUERTA DEL SUR,"AVENIDA DE CARLOS V, 70",912673100,,912673193,280920,Móstoles,28,MADRID,13,MADRID,28938,182,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,S,sruizdeaguiar@hmhospitales.com,2,3,1,1,1,0,0,2,1,1,1,0,0,-3.85685548899994,40.3144351110001,StreetAddressExt
559,281371,HM VALLES,"C/SANTIAGO, 14",917374353,,912805932,280053,Alcalá de Henares,28,MADRID,13,MADRID,28801,20,16,OTRA FINALIDAD,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,S,"fgcalleja@hmhospitales.com; imarco@hmhospitales.com",1,1,1,0,0,0,0,0,0,0,1,1,0,-3.36737238499995,40.4830208560001,PointAddress
560,281382,HOSPITAL CASAVERDE DE MADRID,"C/ JOSÉ MARÍA LÓPEZ Nº 3 (ANTIGUO PASEO DE SAN DAMIÁN ,3)",911609910,,,280967,Navalcarnero,28,MADRID,13,MADRID,28600,100,11,REHABILITACIÓN PSICOFÍSICA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,direccion.madrid@grupocasaverde.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.01485993499995,40.2825550000001,Postal
561,281393,CLÍNICA UNIVERSIDAD DE NAVARRA,"MARQUESADO DE SANTA MARTA, 1",913138400,,,280796,Madrid,28,MADRID,13,MADRID,28027,72,1,GENERAL,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,N,MADRIDCUNDIR@UNAV.ES,2,2,1,1,1,0,0,2,1,1,1,1,1,-3.62483125099993,40.447731457,PointAddress
562,281405,COMPLEJO HOSPITALARIO UNIVERSITARIO INFANTA LEONOR,"GRAN VÍA DEL ESTE, 80",911918000,,911919077,280796,Madrid,28,MADRID,13,MADRID,28031,361,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,S,N,,N,N,S,,N,gerencia.hvll@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,3,1,30,-3.62418370999995,40.383949827,StreetAddressExt
563,281416,CLÍNICA SAN VICENTE,"AVDA. VENTISQUERO DE LA CONDESA, Nº46 4ªPLANTA",916318212,916317938,917348731,280796,Madrid,28,MADRID,13,MADRID,28035,45,11,REHABILITACIÓN PSICOFÍSICA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,S,N,S,,S,info@clinicasanvicente.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71802232799996,40.494596835,PointAddress
564,281427,INSTITUTO PSIQUIÁTRICO SERVICIOS DE SALUD MENTAL JOSÉ GERMAIN,"LA LUNA, 1",915866767,,915866543,280745,Leganés,28,MADRID,13,MADRID,28911,178,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,S,N,,S,N,N,,N,gerencia.ipjg@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.76763426699995,40.327351261,PointAddress
565,281438,INSTITUTO PSIQUIÁTRICO SERVICIOS DE SALUD MENTAL JOSÉ GERMAIN-2 ARAGÓN,"C/ ARAGÓN,17",915866767,,915866543,280745,Leganés,28,MADRID,13,MADRID,28914,0,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,281427,S,N,N,,N,gerencia.ipjg@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.77466861099992,40.3315148820001,StreetAddress
566,290017,HOSPITAL GENERAL DEL H.U.R. DE MÁLAGA,"AVDA. CARLOS HAYA, S/N",951030100,,951030157,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29010,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,290234,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.44964876399996,36.723177089,Manual
567,290022,HOSPITAL VIRGEN DE LA VICTORIA,"CAMPUS UNIVERSITARIO TEATINOS, S/N",951032000,,951032188,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29010,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,290252,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.47783520999997,36.7181760130001,Manual
568,290038,HOSPITAL CIVIL,"PLAZA DEL HOSPITAL CIVIL, S/N",951030300,,951030302,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29009,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,290234,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43069230499998,36.7270533430001,StreetName
569,290069,CENTRO ASISTENCIAL SAN JUAN DE DIOS,"CTRA. CASABERMEJA, 126",952250550,,952255039,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29014,351,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,N,centro11@malaga1.betica.sanjuandedios-oh,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42580113899993,36.7586110760001,StreetAddress
570,290075,CENTRO ASISTENCIAL HNAS. HOSP. DEL SAGRADO CORAZÓN DE JESÚS,"SAN JUAN BOSCO, 41",952256150,,952251823,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29014,321,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,N,02administracion@hscmadrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42208173999995,36.733462795,PointAddress
571,290081,HOSPITAL VITHAS PARQUE SAN ANTONIO,"AV. PINTOR JOAQUÍN SOROLLA, 2",952211050,,952211059,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29016,100,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,jmtamara@parquesanantonio.nehos.com,1,1,1,1,0,1,0,0,0,0,1,1,0,-4.38922623799994,36.722389778,StreetName
572,290094,HOSPITAL EL ÁNGEL,"CORREGIDOR NICOLÁS ISIDRO, 16",952045000,,952348144,290672,Málaga,29,MALAGA,01,ANDALUCÍA,29007,138,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,admon.elangel@asisa.es,1,1,0,1,0,1,0,0,0,0,1,1,0,-4.45321674799993,36.7150251680001,PointAddress
